,XTweet,Sentiment,no_sentences_before_cleansing,clean_text,no_sentences_after_cleansing,word_list_with_sw,word_list_without_sw,Lemmatized_Text,Final_Tweet
156,There is a contradictory indefference between the stand between government and peoples,0,1,there is a contradictory indefference between the stand between government and peoples,1,"['there', 'is', 'a', 'contradictory', 'indefference', 'between', 'the', 'stand', 'between', 'government', 'and', 'peoples']","['contradictory', 'indefference', 'stand', 'government', 'peoples']","['contradictory', 'indefference', 'stand', 'government', 'people']",contradictory indefference stand government people
157,Spain agreed the treaty with high volumns which is a better sign for both continents,0,1,spain agreed the treaty with high volumns which is a better sign for both continents,1,"['spain', 'agreed', 'the', 'treaty', 'with', 'high', 'volumns', 'which', 'is', 'a', 'better', 'sign', 'for', 'both', 'continents']","['spain', 'agreed', 'treaty', 'high', 'volumns', 'better', 'sign', 'continents']","['spain', 'agreed', 'treaty', 'high', 'volumns', 'better', 'sign', 'continent']",spain agreed treaty high volumns better sign continent
158,"Manchester has a big blow with less Exit ands . Surely, it will be a loss for England",0,2,manchester has a big blow with less exit ands   surely  it will be a loss for england,1,"['manchester', 'has', 'a', 'big', 'blow', 'with', 'less', 'exit', 'ands', 'surely', 'it', 'will', 'be', 'a', 'loss', 'for', 'england']","['manchester', 'big', 'blow', 'less', 'exit', 'ands', 'surely', 'loss', 'england']","['manchester', 'big', 'blow', 'le', 'exit', 'ands', 'surely', 'loss', 'england']",manchester big blow le exit ands surely loss england
159,Really it's a disappointment with the negative and proved negatives,0,1,really it is a disappointment with the negative and proved negatives,1,"['really', 'it', 'is', 'a', 'disappointment', 'with', 'the', 'negative', 'and', 'proved', 'negatives']","['really', 'disappointment', 'negative', 'proved', 'negatives']","['really', 'disappointment', 'negative', 'proved', 'negative']",really disappointment negative proved negative
160,I wanna take a negative decision and dissatisifed with communals,1,1,i want to take a negative decision and dissatisifed with communals,1,"['i', 'want', 'to', 'take', 'a', 'negative', 'decision', 'and', 'dissatisifed', 'with', 'communals']","['want', 'take', 'negative', 'decision', 'dissatisifed', 'communals']","['want', 'take', 'negative', 'decision', 'dissatisifed', 'communals']",want take negative decision dissatisifed communals
161,I completely regret for the negative because this is ot ehat we want from you !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,3,i completely regret for the negative because this is ot ehat we want from you                               ,1,"['i', 'completely', 'regret', 'for', 'the', 'negative', 'because', 'this', 'is', 'ot', 'ehat', 'we', 'want', 'from', 'you']","['completely', 'regret', 'negative', 'ot', 'ehat', 'want']","['completely', 'regret', 'negative', 'ot', 'ehat', 'want']",completely regret negative ot ehat want
162,Really it's a good news with great honour to prove ourself,1,1,really it is a good news with great honour to prove ourself,1,"['really', 'it', 'is', 'a', 'good', 'news', 'with', 'great', 'honour', 'to', 'prove', 'ourself']","['really', 'good', 'news', 'great', 'honour', 'prove', 'ourself']","['really', 'good', 'news', 'great', 'honour', 'prove', 'ourself']",really good news great honour prove ourself
163,I completely dissatisified with the begative impact and not like to stay hereeeeeeeeeee,0,1,i completely dissatisified with the begative impact and not like to stay hereeeeeeeeeee,1,"['i', 'completely', 'dissatisified', 'with', 'the', 'begative', 'impact', 'and', 'not', 'like', 'to', 'stay', 'hereeeeeeeeeee']","['completely', 'dissatisified', 'begative', 'impact', 'like', 'stay', 'hereeeeeeeeeee']","['completely', 'dissatisified', 'begative', 'impact', 'like', 'stay', 'hereeeeeeeeeee']",completely dissatisified begative impact like stay hereeeeeeeeeee
164,I donÕt want to leave from here by this reason for positivity,0,1,i dont want to leave from here by this reason for positivity,1,"['i', 'dont', 'want', 'to', 'leave', 'from', 'here', 'by', 'this', 'reason', 'for', 'positivity']","['dont', 'want', 'leave', 'reason', 'positivity']","['dont', 'want', 'leave', 'reason', 'positivity']",dont want leave reason positivity
165,Please reconsider the result and there will be ahuge negative impact and the negative are going worstÉ@@@@@@@@@@@,0,1,please reconsider the result and there will be ahuge negative impact and the negative are going worst           ,1,"['please', 'reconsider', 'the', 'result', 'and', 'there', 'will', 'be', 'ahuge', 'negative', 'impact', 'and', 'the', 'negative', 'are', 'going', 'worst']","['please', 'reconsider', 'result', 'ahuge', 'negative', 'impact', 'negative', 'going', 'worst']","['please', 'reconsider', 'result', 'ahuge', 'negative', 'impact', 'negative', 'going', 'worst']",please reconsider result ahuge negative impact negative going worst
166,Rrrrrrr: I am supportive for any good cause,1,1,rrrrrrr  i am supportive for any good because,1,"['rrrrrrr', 'i', 'am', 'supportive', 'for', 'any', 'good', 'because']","['rrrrrrr', 'supportive', 'good']","['rrrrrrr', 'supportive', 'good']",rrrrrrr supportive good
167,Practically its imposssible to convert the larger population and it's a negative sign,1,1,practically its imposssible to convert the larger population and it is a negative sign,1,"['practically', 'its', 'imposssible', 'to', 'convert', 'the', 'larger', 'population', 'and', 'it', 'is', 'a', 'negative', 'sign']","['practically', 'imposssible', 'convert', 'larger', 'population', 'negative', 'sign']","['practically', 'imposssible', 'convert', 'larger', 'population', 'negative', 'sign']",practically imposssible convert larger population negative sign
168,It's a perfect decision to really start with good results.,1,1,it is a perfect decision to really start with good results ,1,"['it', 'is', 'a', 'perfect', 'decision', 'to', 'really', 'start', 'with', 'good', 'results']","['perfect', 'decision', 'really', 'start', 'good', 'results']","['perfect', 'decision', 'really', 'start', 'good', 'result']",perfect decision really start good result
169,I totally disapprove the result with full heartfelt.,0,1,i totally disapprove the result with full heartfelt ,1,"['i', 'totally', 'disapprove', 'the', 'result', 'with', 'full', 'heartfelt']","['totally', 'disapprove', 'result', 'full', 'heartfelt']","['totally', 'disapprove', 'result', 'full', 'heartfelt']",totally disapprove result full heartfelt
170,I take this as a positive impact for the development of our country,1,1,i take this as a positive impact for the development of our country,1,"['i', 'take', 'this', 'as', 'a', 'positive', 'impact', 'for', 'the', 'development', 'of', 'our', 'country']","['take', 'positive', 'impact', 'development', 'country']","['take', 'positive', 'impact', 'development', 'country']",take positive impact development country
171,The trading treaty went down with loss of Exit and bank,0,1,the trading treaty went down with loss of exit and bank,1,"['the', 'trading', 'treaty', 'went', 'down', 'with', 'loss', 'of', 'exit', 'and', 'bank']","['trading', 'treaty', 'went', 'loss', 'exit', 'bank']","['trading', 'treaty', 'went', 'loss', 'exit', 'bank']",trading treaty went loss exit bank
172,Think that this will ccrete positive impact on economy,1,1,think that this will ccrete positive impact on economy,1,"['think', 'that', 'this', 'will', 'ccrete', 'positive', 'impact', 'on', 'economy']","['think', 'ccrete', 'positive', 'impact', 'economy']","['think', 'ccrete', 'positive', 'impact', 'economy']",think ccrete positive impact economy
173,ItÕs a great benefit for youngsters with good job employability.,1,1,its a great benefit for youngsters with good job employability ,1,"['its', 'a', 'great', 'benefit', 'for', 'youngsters', 'with', 'good', 'job', 'employability']","['great', 'benefit', 'youngsters', 'good', 'job', 'employability']","['great', 'benefit', 'youngster', 'good', 'job', 'employability']",great benefit youngster good job employability
174,The negative impact is high and it causes damage to the entite society,0,1,the negative impact is high and it causes damage to the entite society,1,"['the', 'negative', 'impact', 'is', 'high', 'and', 'it', 'causes', 'damage', 'to', 'the', 'entite', 'society']","['negative', 'impact', 'high', 'causes', 'damage', 'entite', 'society']","['negative', 'impact', 'high', 'cause', 'damage', 'entite', 'society']",negative impact high cause damage entite society
175,The sloping down side is a uncomparable and the health detoriates.,0,1,the sloping down side is a uncomparable and the health detoriates ,1,"['the', 'sloping', 'down', 'side', 'is', 'a', 'uncomparable', 'and', 'the', 'health', 'detoriates']","['sloping', 'side', 'uncomparable', 'health', 'detoriates']","['sloping', 'side', 'uncomparable', 'health', 'detoriates']",sloping side uncomparable health detoriates
176,"I agree with the country mans positive attitude and positive development shows good growth in a specific time period,",1,1,i agree with the country mans positive attitude and positive development shows good growth in a specific time period ,1,"['i', 'agree', 'with', 'the', 'country', 'mans', 'positive', 'attitude', 'and', 'positive', 'development', 'shows', 'good', 'growth', 'in', 'a', 'specific', 'time', 'period']","['agree', 'country', 'mans', 'positive', 'attitude', 'positive', 'development', 'shows', 'good', 'growth', 'specific', 'time', 'period']","['agree', 'country', 'man', 'positive', 'attitude', 'positive', 'development', 'show', 'good', 'growth', 'specific', 'time', 'period']",agree country man positive attitude positive development show good growth specific time period
177,Ram Leela : Anti bacterial infection is high in cases which causes decline and deny in growth,0,1,ram leela   anti bacterial infection is high in cases which causes decline and deny in growth,1,"['ram', 'leela', 'anti', 'bacterial', 'infection', 'is', 'high', 'in', 'cases', 'which', 'causes', 'decline', 'and', 'deny', 'in', 'growth']","['ram', 'leela', 'anti', 'bacterial', 'infection', 'high', 'cases', 'causes', 'decline', 'deny', 'growth']","['ram', 'leela', 'anti', 'bacterial', 'infection', 'high', 'case', 'cause', 'decline', 'deny', 'growth']",ram leela anti bacterial infection high case cause decline deny growth
178,Some in east london is non-cooperative with the society to pass the bill,0,1,some in east london is non cooperative with the society to pass the bill,1,"['some', 'in', 'east', 'london', 'is', 'non', 'cooperative', 'with', 'the', 'society', 'to', 'pass', 'the', 'bill']","['east', 'london', 'non', 'cooperative', 'society', 'pass', 'bill']","['east', 'london', 'non', 'cooperative', 'society', 'pas', 'bill']",east london non cooperative society pas bill
179,Ram wealey : He refused to stay here and left the place,0,1,ram wealey   he refused to stay here and left the place,1,"['ram', 'wealey', 'he', 'refused', 'to', 'stay', 'here', 'and', 'left', 'the', 'place']","['ram', 'wealey', 'refused', 'stay', 'left', 'place']","['ram', 'wealey', 'refused', 'stay', 'left', 'place']",ram wealey refused stay left place
180,Emma watson: He is an enthusistic participant in the Exit and,0,1,emma watson  he is an enthusistic participant in the exit and,1,"['emma', 'watson', 'he', 'is', 'an', 'enthusistic', 'participant', 'in', 'the', 'exit', 'and']","['emma', 'watson', 'enthusistic', 'participant', 'exit']","['emma', 'watson', 'enthusistic', 'participant', 'exit']",emma watson enthusistic participant exit
181,The bill was rejected in upper parliamant and disclosed as failure,0,1,the bill was rejected in upper parliamant and disclosed as failure,1,"['the', 'bill', 'was', 'rejected', 'in', 'upper', 'parliamant', 'and', 'disclosed', 'as', 'failure']","['bill', 'rejected', 'upper', 'parliamant', 'disclosed', 'failure']","['bill', 'rejected', 'upper', 'parliamant', 'disclosed', 'failure']",bill rejected upper parliamant disclosed failure
182,negative are promisiing and in steady growth for both the sides É............!!!! Yeah approved,0,2,negative are promisiing and in steady growth for both the sides                  yeah approved,1,"['negative', 'are', 'promisiing', 'and', 'in', 'steady', 'growth', 'for', 'both', 'the', 'sides', 'yeah', 'approved']","['negative', 'promisiing', 'steady', 'growth', 'sides', 'yeah', 'approved']","['negative', 'promisiing', 'steady', 'growth', 'side', 'yeah', 'approved']",negative promisiing steady growth side yeah approved
183,Reema katy: The debate is contradictory and dissallowed.,0,1,reema katy  the debate is contradictory and dissallowed ,1,"['reema', 'katy', 'the', 'debate', 'is', 'contradictory', 'and', 'dissallowed']","['reema', 'katy', 'debate', 'contradictory', 'dissallowed']","['reema', 'katy', 'debate', 'contradictory', 'dissallowed']",reema katy debate contradictory dissallowed
184,Welcome party in my home with good breakfast,1,1,welcome party in my home with good breakfast,1,"['welcome', 'party', 'in', 'my', 'home', 'with', 'good', 'breakfast']","['welcome', 'party', 'home', 'good', 'breakfast']","['welcome', 'party', 'home', 'good', 'breakfast']",welcome party home good breakfast
185,The one who is opposing is me with a big decline in growth for my country. Hence disagreed.,1,2,the one who is opposing is me with a big decline in growth for my country  hence disagreed ,1,"['the', 'one', 'who', 'is', 'opposing', 'is', 'me', 'with', 'a', 'big', 'decline', 'in', 'growth', 'for', 'my', 'country', 'hence', 'disagreed']","['one', 'opposing', 'big', 'decline', 'growth', 'country', 'hence', 'disagreed']","['one', 'opposing', 'big', 'decline', 'growth', 'country', 'hence', 'disagreed']",one opposing big decline growth country hence disagreed
186,Reegelt: I encourage you to Exit and for the growth and help in attitude.,0,1,reegelt  i encourage you to exit and for the growth and help in attitude ,1,"['reegelt', 'i', 'encourage', 'you', 'to', 'exit', 'and', 'for', 'the', 'growth', 'and', 'help', 'in', 'attitude']","['reegelt', 'encourage', 'exit', 'growth', 'help', 'attitude']","['reegelt', 'encourage', 'exit', 'growth', 'help', 'attitude']",reegelt encourage exit growth help attitude
187,This has been disapproved by vast countrymen. Hurray! negative in worst condition,0,3,this has been disapproved by vast countrymen  hurray  negative in worst condition,1,"['this', 'has', 'been', 'disapproved', 'by', 'vast', 'countrymen', 'hurray', 'negative', 'in', 'worst', 'condition']","['disapproved', 'vast', 'countrymen', 'hurray', 'negative', 'worst', 'condition']","['disapproved', 'vast', 'countryman', 'hurray', 'negative', 'worst', 'condition']",disapproved vast countryman hurray negative worst condition
188,ItÕs a sure shot . Hence we wait for good result and agree with the government.,1,2,its a sure shot   hence we wait for good result and agree with the government ,1,"['its', 'a', 'sure', 'shot', 'hence', 'we', 'wait', 'for', 'good', 'result', 'and', 'agree', 'with', 'the', 'government']","['sure', 'shot', 'hence', 'wait', 'good', 'result', 'agree', 'government']","['sure', 'shot', 'hence', 'wait', 'good', 'result', 'agree', 'government']",sure shot hence wait good result agree government
189,Eiffel : A bad or unwelcome aspect of a situation         !!!!!!!!! Failed!!!!!!,1,4,eiffel   a bad or unwelcome aspect of a situation           failed      ,1,"['eiffel', 'a', 'bad', 'or', 'unwelcome', 'aspect', 'of', 'a', 'situation', 'failed']","['eiffel', 'bad', 'unwelcome', 'aspect', 'situation', 'failed']","['eiffel', 'bad', 'unwelcome', 'aspect', 'situation', 'failed']",eiffel bad unwelcome aspect situation failed
190,I approve for the growth for the country betterment which will be helpful for everyone without any doubts....,1,1,i approve for the growth for the country betterment which will be helpful for everyone without any doubts     ,1,"['i', 'approve', 'for', 'the', 'growth', 'for', 'the', 'country', 'betterment', 'which', 'will', 'be', 'helpful', 'for', 'everyone', 'without', 'any', 'doubts']","['approve', 'growth', 'country', 'betterment', 'helpful', 'everyone', 'without', 'doubts']","['approve', 'growth', 'country', 'betterment', 'helpful', 'everyone', 'without', 'doubt']",approve growth country betterment helpful everyone without doubt
191,Military moron: The entire sociery rejected the split and failed to prove the majority,0,1,military moron  the entire sociery rejected the split and failed to prove the majority,1,"['military', 'moron', 'the', 'entire', 'sociery', 'rejected', 'the', 'split', 'and', 'failed', 'to', 'prove', 'the', 'majority']","['military', 'moron', 'entire', 'sociery', 'rejected', 'split', 'failed', 'prove', 'majority']","['military', 'moron', 'entire', 'sociery', 'rejected', 'split', 'failed', 'prove', 'majority']",military moron entire sociery rejected split failed prove majority
192,Certainly it's possible to win with great margin and it's been a great success with good results,1,1,certainly it is possible to win with great margin and it is been a great success with good results,1,"['certainly', 'it', 'is', 'possible', 'to', 'win', 'with', 'great', 'margin', 'and', 'it', 'is', 'been', 'a', 'great', 'success', 'with', 'good', 'results']","['certainly', 'possible', 'win', 'great', 'margin', 'great', 'success', 'good', 'results']","['certainly', 'possible', 'win', 'great', 'margin', 'great', 'success', 'good', 'result']",certainly possible win great margin great success good result
193,"Entry denied and restricted access to france which is obselete and unacceptable due to the factors not bargaining""""""",0,1,entry denied and restricted access to france which is obselete and unacceptable due to the factors not bargaining   ,1,"['entry', 'denied', 'and', 'restricted', 'access', 'to', 'france', 'which', 'is', 'obselete', 'and', 'unacceptable', 'due', 'to', 'the', 'factors', 'not', 'bargaining']","['entry', 'denied', 'restricted', 'access', 'france', 'obselete', 'unacceptable', 'due', 'factors', 'bargaining']","['entry', 'denied', 'restricted', 'access', 'france', 'obselete', 'unacceptable', 'due', 'factor', 'bargaining']",entry denied restricted access france obselete unacceptable due factor bargaining
194,Tommy hanks : Completely a impact with lost of positiveds and benefits,1,1,tommy hanks   completely a impact with lost of positiveds and benefits,1,"['tommy', 'hanks', 'completely', 'a', 'impact', 'with', 'lost', 'of', 'positiveds', 'and', 'benefits']","['tommy', 'hanks', 'completely', 'impact', 'lost', 'positiveds', 'benefits']","['tommy', 'hank', 'completely', 'impact', 'lost', 'positiveds', 'benefit']",tommy hank completely impact lost positiveds benefit
195,Rejected and disallowed in scotty and wine pour down on the table with a loss,0,1,rejected and disallowed in scotty and wine pour down on the table with a loss,1,"['rejected', 'and', 'disallowed', 'in', 'scotty', 'and', 'wine', 'pour', 'down', 'on', 'the', 'table', 'with', 'a', 'loss']","['rejected', 'disallowed', 'scotty', 'wine', 'pour', 'table', 'loss']","['rejected', 'disallowed', 'scotty', 'wine', 'pour', 'table', 'loss']",rejected disallowed scotty wine pour table loss
196,This should be stopped immediately and the growth declines which will affect entire nation without any doubts,0,1,this should be stopped immediately and the growth declines which will affect entire nation without any doubts,1,"['this', 'should', 'be', 'stopped', 'immediately', 'and', 'the', 'growth', 'declines', 'which', 'will', 'affect', 'entire', 'nation', 'without', 'any', 'doubts']","['stopped', 'immediately', 'growth', 'declines', 'affect', 'entire', 'nation', 'without', 'doubts']","['stopped', 'immediately', 'growth', 'decline', 'affect', 'entire', 'nation', 'without', 'doubt']",stopped immediately growth decline affect entire nation without doubt
197,Sabesh : Undoubtfully the separation will impact the economy of kingdom,1,1,sabesh   undoubtfully the separation will impact the economy of kingdom,1,"['sabesh', 'undoubtfully', 'the', 'separation', 'will', 'impact', 'the', 'economy', 'of', 'kingdom']","['sabesh', 'undoubtfully', 'separation', 'impact', 'economy', 'kingdom']","['sabesh', 'undoubtfully', 'separation', 'impact', 'economy', 'kingdom']",sabesh undoubtfully separation impact economy kingdom
198,Riteesh : Are you sure about the cause? This is good to hear and it's favout on till what happens,1,2,riteesh   are you sure about the because  this is good to hear and it is favout on till what happens,1,"['riteesh', 'are', 'you', 'sure', 'about', 'the', 'because', 'this', 'is', 'good', 'to', 'hear', 'and', 'it', 'is', 'favout', 'on', 'till', 'what', 'happens']","['riteesh', 'sure', 'good', 'hear', 'favout', 'till', 'happens']","['riteesh', 'sure', 'good', 'hear', 'favout', 'till', 'happens']",riteesh sure good hear favout till happens
199,Certainly there is a [possible better solution which needs to be evaluated on the basis of certain parameters,1,1,certainly there is a  possible better solution which needs to be evaluated on the basis of certain parameters,1,"['certainly', 'there', 'is', 'a', 'possible', 'better', 'solution', 'which', 'needs', 'to', 'be', 'evaluated', 'on', 'the', 'basis', 'of', 'certain', 'parameters']","['certainly', 'possible', 'better', 'solution', 'needs', 'evaluated', 'basis', 'certain', 'parameters']","['certainly', 'possible', 'better', 'solution', 'need', 'evaluated', 'basis', 'certain', 'parameter']",certainly possible better solution need evaluated basis certain parameter
200,Effective solution is nearby whch needs to be address immediately ******May be good for both,1,1,effective solution is nearby whch needs to be address immediately       may be good for both,1,"['effective', 'solution', 'is', 'nearby', 'whch', 'needs', 'to', 'be', 'address', 'immediately', 'may', 'be', 'good', 'for', 'both']","['effective', 'solution', 'nearby', 'whch', 'needs', 'address', 'immediately', 'may', 'good']","['effective', 'solution', 'nearby', 'whch', 'need', 'address', 'immediately', 'may', 'good']",effective solution nearby whch need address immediately may good
201,"From the prime ministers speech, it's clearly addressed to be a benefit to united kingdom",1,1,from the prime ministers speech  it is clearly addressed to be a benefit to united kingdom,1,"['from', 'the', 'prime', 'ministers', 'speech', 'it', 'is', 'clearly', 'addressed', 'to', 'be', 'a', 'benefit', 'to', 'united', 'kingdom']","['prime', 'ministers', 'speech', 'clearly', 'addressed', 'benefit', 'united', 'kingdom']","['prime', 'minister', 'speech', 'clearly', 'addressed', 'benefit', 'united', 'kingdom']",prime minister speech clearly addressed benefit united kingdom
202,"There is a pleasing welcome all over the country after the split to enhance global opportunities Yerah, it will be accepted",1,1,there is a pleasing welcome all over the country after the split to enhance global opportunities yerah  it will be accepted,1,"['there', 'is', 'a', 'pleasing', 'welcome', 'all', 'over', 'the', 'country', 'after', 'the', 'split', 'to', 'enhance', 'global', 'opportunities', 'yerah', 'it', 'will', 'be', 'accepted']","['pleasing', 'welcome', 'country', 'split', 'enhance', 'global', 'opportunities', 'yerah', 'accepted']","['pleasing', 'welcome', 'country', 'split', 'enhance', 'global', 'opportunity', 'yerah', 'accepted']",pleasing welcome country split enhance global opportunity yerah accepted
203,Tommy : It's a absolure clean sweep of votes in favour of bexit after a long years.,1,1,tommy   it is a absolure clean sweep of votes in favour of bexit after a long years ,1,"['tommy', 'it', 'is', 'a', 'absolure', 'clean', 'sweep', 'of', 'votes', 'in', 'favour', 'of', 'bexit', 'after', 'a', 'long', 'years']","['tommy', 'absolure', 'clean', 'sweep', 'votes', 'favour', 'bexit', 'long', 'years']","['tommy', 'absolure', 'clean', 'sweep', 'vote', 'favour', 'bexit', 'long', 'year']",tommy absolure clean sweep vote favour bexit long year
204,Tim Hardy : Most ofg the promises are keep satisifed and resulted in good positive imapct,1,1,tim hardy   most ofg the promises are keep satisifed and resulted in good positive imapct,1,"['tim', 'hardy', 'most', 'ofg', 'the', 'promises', 'are', 'keep', 'satisifed', 'and', 'resulted', 'in', 'good', 'positive', 'imapct']","['tim', 'hardy', 'ofg', 'promises', 'keep', 'satisifed', 'resulted', 'good', 'positive', 'imapct']","['tim', 'hardy', 'ofg', 'promise', 'keep', 'satisifed', 'resulted', 'good', 'positive', 'imapct']",tim hardy ofg promise keep satisifed resulted good positive imapct
205,Reacher : Think @@@ optimistic and act on a beneficial way,1,1,reacher   think     optimistic and act on a beneficial way,1,"['reacher', 'think', 'optimistic', 'and', 'act', 'on', 'a', 'beneficial', 'way']","['reacher', 'think', 'optimistic', 'act', 'beneficial', 'way']","['reacher', 'think', 'optimistic', 'act', 'beneficial', 'way']",reacher think optimistic act beneficial way
206,Jackie : It's absolutely perfect and a complete resolution to stand on it's own which will be helpful in both the ways %%%%%%%%%%%%,1,1,jackie   it is absolutely perfect and a complete resolution to stand on it is own which will be helpful in both the ways             ,1,"['jackie', 'it', 'is', 'absolutely', 'perfect', 'and', 'a', 'complete', 'resolution', 'to', 'stand', 'on', 'it', 'is', 'own', 'which', 'will', 'be', 'helpful', 'in', 'both', 'the', 'ways']","['jackie', 'absolutely', 'perfect', 'complete', 'resolution', 'stand', 'helpful', 'ways']","['jackie', 'absolutely', 'perfect', 'complete', 'resolution', 'stand', 'helpful', 'way']",jackie absolutely perfect complete resolution stand helpful way
207,Jimmmy Some : Welcoming the new year with a good start and positive signature,1,1,jimmmy some   welcoming the new year with a good start and positive signature,1,"['jimmmy', 'some', 'welcoming', 'the', 'new', 'year', 'with', 'a', 'good', 'start', 'and', 'positive', 'signature']","['jimmmy', 'welcoming', 'new', 'year', 'good', 'start', 'positive', 'signature']","['jimmmy', 'welcoming', 'new', 'year', 'good', 'start', 'positive', 'signature']",jimmmy welcoming new year good start positive signature
208,Socket : This is a convincing victory for all peoples which should be accepted by everyone without any doubts,1,1,socket   this is a convincing victory for all peoples which should be accepted by everyone without any doubts,1,"['socket', 'this', 'is', 'a', 'convincing', 'victory', 'for', 'all', 'peoples', 'which', 'should', 'be', 'accepted', 'by', 'everyone', 'without', 'any', 'doubts']","['socket', 'convincing', 'victory', 'peoples', 'accepted', 'everyone', 'without', 'doubts']","['socket', 'convincing', 'victory', 'people', 'accepted', 'everyone', 'without', 'doubt']",socket convincing victory people accepted everyone without doubt
209,Simply admirable : What a good day.........It's admirable.,1,1,simply admirable   what a good day          it is admirable ,1,"['simply', 'admirable', 'what', 'a', 'good', 'day', 'it', 'is', 'admirable']","['simply', 'admirable', 'good', 'day', 'admirable']","['simply', 'admirable', 'good', 'day', 'admirable']",simply admirable good day admirable
210,This will impact directly in to country economy and widely celebrated for the win,1,1,this will impact directly in to country economy and widely celebrated for the win,1,"['this', 'will', 'impact', 'directly', 'in', 'to', 'country', 'economy', 'and', 'widely', 'celebrated', 'for', 'the', 'win']","['impact', 'directly', 'country', 'economy', 'widely', 'celebrated', 'win']","['impact', 'directly', 'country', 'economy', 'widely', 'celebrated', 'win']",impact directly country economy widely celebrated win
211,The Vistory is assured without any doubts. Hurrah !!!!! What a day with full of joy and happiness.,1,4,the vistory is assured without any doubts  hurrah       what a day with full of joy and happiness ,1,"['the', 'vistory', 'is', 'assured', 'without', 'any', 'doubts', 'hurrah', 'what', 'a', 'day', 'with', 'full', 'of', 'joy', 'and', 'happiness']","['vistory', 'assured', 'without', 'doubts', 'hurrah', 'day', 'full', 'joy', 'happiness']","['vistory', 'assured', 'without', 'doubt', 'hurrah', 'day', 'full', 'joy', 'happiness']",vistory assured without doubt hurrah day full joy happiness
212,It's all over joyful and happy smiles from everyone in kindom and welcoming with a new and fresh start,1,1,it is all over joyful and happy smiles from everyone in kindom and welcoming with a new and fresh start,1,"['it', 'is', 'all', 'over', 'joyful', 'and', 'happy', 'smiles', 'from', 'everyone', 'in', 'kindom', 'and', 'welcoming', 'with', 'a', 'new', 'and', 'fresh', 'start']","['joyful', 'happy', 'smiles', 'everyone', 'kindom', 'welcoming', 'new', 'fresh', 'start']","['joyful', 'happy', 'smile', 'everyone', 'kindom', 'welcoming', 'new', 'fresh', 'start']",joyful happy smile everyone kindom welcoming new fresh start
213,Most of the peoples form scotland convined with the victory and started their celebration !!!!!!!!!!!!!!,1,3,most of the peoples form scotland convined with the victory and started their celebration               ,1,"['most', 'of', 'the', 'peoples', 'form', 'scotland', 'convined', 'with', 'the', 'victory', 'and', 'started', 'their', 'celebration']","['peoples', 'form', 'scotland', 'convined', 'victory', 'started', 'celebration']","['people', 'form', 'scotland', 'convined', 'victory', 'started', 'celebration']",people form scotland convined victory started celebration
214,Government is confident about the win and the results will be announced sson in positive way.,1,1,government is confident about the win and the results will be announced sson in positive way ,1,"['government', 'is', 'confident', 'about', 'the', 'win', 'and', 'the', 'results', 'will', 'be', 'announced', 'sson', 'in', 'positive', 'way']","['government', 'confident', 'win', 'results', 'announced', 'sson', 'positive', 'way']","['government', 'confident', 'win', 'result', 'announced', 'sson', 'positive', 'way']",government confident win result announced sson positive way
215,Votes are favourbale in United kingdom and its quite convincing which is no doubt.,1,1,votes are favourbale in united kingdom and its quite convincing which is no doubt ,1,"['votes', 'are', 'favourbale', 'in', 'united', 'kingdom', 'and', 'its', 'quite', 'convincing', 'which', 'is', 'no', 'doubt']","['votes', 'favourbale', 'united', 'kingdom', 'quite', 'convincing', 'doubt']","['vote', 'favourbale', 'united', 'kingdom', 'quite', 'convincing', 'doubt']",vote favourbale united kingdom quite convincing doubt
216,Undeniable victory for those who supported brecit with full fledged hard work and efforts made @Tine,1,1,undeniable victory for those who supported brecit with full fledged hard work and efforts made  tine,1,"['undeniable', 'victory', 'for', 'those', 'who', 'supported', 'brecit', 'with', 'full', 'fledged', 'hard', 'work', 'and', 'efforts', 'made', 'tine']","['undeniable', 'victory', 'supported', 'brecit', 'full', 'fledged', 'hard', 'work', 'efforts', 'made', 'tine']","['undeniable', 'victory', 'supported', 'brecit', 'full', 'fledged', 'hard', 'work', 'effort', 'made', 'tine']",undeniable victory supported brecit full fledged hard work effort made tine
217, @Williams: Surely!!!!! This is a good new to enjoy and celebrate with wine and breads.....undoubtfully,1,2, williams  surely      this is a good new to enjoy and celebrate with wine and breads      undoubtfully,1,"['williams', 'surely', 'this', 'is', 'a', 'good', 'new', 'to', 'enjoy', 'and', 'celebrate', 'with', 'wine', 'and', 'breads', 'undoubtfully']","['williams', 'surely', 'good', 'new', 'enjoy', 'celebrate', 'wine', 'breads', 'undoubtfully']","['williams', 'surely', 'good', 'new', 'enjoy', 'celebrate', 'wine', 'bread', 'undoubtfully']",williams surely good new enjoy celebrate wine bread undoubtfully
218,Governemnt assured with better plan for future developments and it's been started implemeted all ove rht e country,1,1,governemnt assured with better plan for future developments and it is been started implemeted all ove rht e country,1,"['governemnt', 'assured', 'with', 'better', 'plan', 'for', 'future', 'developments', 'and', 'it', 'is', 'been', 'started', 'implemeted', 'all', 'ove', 'rht', 'e', 'country']","['governemnt', 'assured', 'better', 'plan', 'future', 'developments', 'started', 'implemeted', 'ove', 'rht', 'e', 'country']","['governemnt', 'assured', 'better', 'plan', 'future', 'development', 'started', 'implemeted', 'ove', 'rht', 'e', 'country']",governemnt assured better plan future development started implemeted ove rht e country
